G1;G2;studytime;absences;G3
3.5229933131508053;-1.4105115695685133;-3.5984328755276174;1.7622929538330934;0
-0.8018786421799065;-3.5631711876595378;-1.6203171162532357;-2.1982869428009053;0
2.9053229967534326;0.4131122156047313;-4.7936545832838355;-1.0411193030521462;1
0.8796769289980877;-2.9926408859379343;-2.760366822109602;-2.876846304375965;1
2.2241935040627876;-1.272494213278018;-0.5677609474605732;1.8762004239047718;0
-3.727872154409198;-1.9291729109461278;-1.476800498372568;-2.5287464486520252;0
-2.3021355336632783;2.456147649190834;3.4466170323838026;1.9081801457967182;1
1.1052519662329927;-1.9182472306691778;-0.007949456625363283;2.1152753419712798;0
-1.3100511215002295;0.15849805178542065;1.467975283487522;1.943493736883673;1
2.2033684021957;-2.5007674700600413;-1.3572583820735966;-2.2911183553207257;1
2.2635704629561704;-3.3143416658973726;0.5406118956508825;-2.284726422862542;1
0.9447116461318397;-4.255115033986223;-1.154955114470814;-3.0746856838028127;1
2.1632703143140724;-0.7256040875272405;-3.643106510197473;-1.5423719835547272;1
-2.35764130533101;4.137218308601957;1.6613074538212806;1.7014643460453274;1
2.9301404339704034;-1.8916003368417136;-2.86561031198616;2.176638677919832;0
2.434742955940037;-0.16832136484122961;-3.0596710353224763;-1.2132846342696681;1
-1.210526497476242;-3.309929172982672;-2.82458776511566;0.3039084655591924;0
2.4283192801061317;-2.6546761738271734;-2.227927735298035;2.5318454899459897;0
-1.381248641559915;2.051147478115521;0.14964615940020387;2.496635753963419;1
-1.2725701775898748;-1.7399539032636464;-2.1338062588267697;-2.2799479474008266;0
2.097221641039837;-1.8970722181899238;-2.1104317700410196;1.9933046946013764;0
1.6669295130679307;-1.8152268135592686;-2.014865384320637;1.8842411104787409;0
-3.2068415649914335;-1.7768050189465565;-1.379046032739323;-2.276548162335342;0
-3.327091320214812;-4.002380810158915;-2.4083541546604654;2.0889697711874415;0
-3.0317300595354153;3.883129846519851;3.531589686046986;2.245842363953263;1
-2.312076414222509;-1.8200842946823048;-2.449834629526171;-3.356321642487253;0
2.0436502095918083;-1.7418583163455006;-1.8629711868651102;-1.9288393233687005;1
-0.8409844641671471;-0.9498689567759513;-2.102359040919646;-2.7206829396801;0
2.0705537391102284;-2.1705613807096564;-1.6661862616967844;2.23021340201633;0
-2.178967201226909;2.242928344516922;0.04287479164505004;2.5333771959552562;1
1.9829368412050055;-1.7542426368086654;-1.769521752347943;-1.6945736899951913;1
-1.0064978158591953;0.8352012542586884;-1.5531257474165503;-4.739317088338644;0
-3.103292450478918;1.676224676466002;5.237451545814245;2.832631759691335;1
-1.8619382334560113;-0.22833768168036994;-0.4224289794009526;-3.5324612024335282;0
3.647881440415388;-1.9180310038844146;-2.142055601428241;2.6470565229248386;0
-0.16822429417749518;-1.0454485060823575;-0.6790372795349755;0.9971649385432064;0
-3.18135646819342;2.0345130284359088;3.274420788528439;3.701559015850557;1
3.6930117780800202;1.1709590365669817;-3.1534811583988143;-0.12032882464058137;1
3.6636146185785594;-3.6640966793849135;-2.2908324538587927;3.8517424915360197;0
1.955751753878367;-2.2347382111057734;-1.8707580150017462;-2.1122598919088196;1
0.6621915225876627;-5.330272681300915;0.43189316854744586;-3.8037010587709394;1
0.8372186220041389;-2.434634054890591;0.1077046028085551;2.0857848267656607;0
4.726170970178403;-3.872904963015956;-1.2292884905174102;4.170149148869511;0
-3.178179425703213;-3.252868748591763;-2.3260421527764614;0.20856814800944834;0
-1.4003213707016462;2.6207163400295315;1.9262295965866314;1.2042936286410582;1
2.3434822881432935;-2.3485108517252526;-0.41423580832070606;2.6242107120402443;0
1.5023671746994598;-3.5978770250465777;-0.9736210821892979;-3.1946561302785854;1
-0.44790344613307487;-2.6068863270131635;-2.2401408749170484;-3.52421221785477;0
2.8772509957048333;-3.083360125655418;-0.642952071246085;3.197838387379172;0
-0.6197722402019887;0.21040660993597093;0.02571147739201507;-0.22787637002037764;0
-1.897496232063891;3.5366942694464094;0.8762755551281476;2.510026345461398;1
2.0452706971129087;-1.7944413630647917;-2.388915773216466;-2.022441764558907;1
-2.2429061905085748;1.927307618512317;3.701446490909075;0.8453294053972893;1
1.702831464040003;-3.0661976371914554;-3.588027617950068;2.147018849015083;0
2.214415532443319;-2.200291228425431;-2.0822192504544508;2.3079127314996883;0
2.2672614116026675;-2.3865050287608423;-1.0592428545937465;-1.9799609970921048;1
3.252437882190208;-3.5776507677589997;-2.2468025949792834;3.505266189980224;0
-1.3184066737078592;0.806987600659693;-1.3168840382845541;-3.000405157803243;0
3.3181479324095324;-3.0237061960029497;-2.8452949902935676;2.6793676619338522;0
2.8954455923015123;-1.2860166528522585;-1.0185219106664563;-1.150683077266108;1
2.0248346780619295;-1.9479837088702001;-2.491194438310295;-2.2551940234053953;1
2.233238473975668;-2.180469726250085;-1.3844110123148226;-1.681046698609459;1
-1.3631442992440284;-0.9207811688368164;-1.7482660117456748;0.20169989956473344;0
-0.32207230898914485;0.2826127785100052;-2.0056891226889477;-0.3129034471442034;0
2.5414632235969554;-2.782216029991933;-2.921433919398944;2.351466106065963;0
2.7349144042649867;-2.7278162331142566;-0.9650905098182092;2.9223891015579437;0
-3.3049696118831204;3.1272134041715836;3.101371724558581;3.7166584696199214;1
2.449403266813316;-1.1258420320889835;-2.36073491630017;-1.5292323041010847;1
2.3814931109140565;-3.6608143905128903;-2.5169320512767284;2.871893039969419;0
1.6173512251680702;-3.4448576881049595;-1.042199481415599;2.8536615607963522;0
-2.407176891552836;1.537172331115391;0.5258502271165444;2.2592909397702847;1
2.2482366881671347;-2.056157956418222;-1.7944634031755011;-1.9196741433747715;1
-4.5918803977650455;-2.694589634417949;-2.0102688112584555;-3.839741064535103;0
1.6837747037294024;-1.267582510892729;-1.9448004725878267;1.4703370084122303;0
1.7450223922369537;-0.6294655973334919;-0.6044771387048411;1.3238954377143939;0
-2.2040596159277115;2.638444265847217;2.5374200702721956;1.9096765619928338;1
-2.6191944370966795;-3.706383926033415;-2.39954543935609;-2.46704872296434;0
-3.216017294951226;-3.534530236850879;-2.2921232449616262;-0.17894427229623133;0
-4.31851718751221;-4.275932334634059;-2.0698299874714188;-1.4044193266236857;0
1.9063393061897373;-2.142989700938587;-2.1950168366508587;-2.1878606050201017;1
1.0886589062129493;-1.6941833655918077;-1.0884235988763995;1.7547180005351264;0
-1.3593833155202169;1.389510987690021;2.3569068091159795;1.2149823749051682;1
2.5586717634139364;-2.2063365813846714;-0.21356598743973954;-1.402256323634607;1
-2.4998524638293134;-3.170637256809821;-1.4609142124108292;0.2945131228531559;0
-0.9445769910701645;-3.9460204169089277;-2.7651158354802674;-1.2363141332540604;0
2.523680897424983;-3.6457995982813554;-1.0000018430507742;3.1624773132341866;0
1.0220286832678944;-1.5889206050626634;-2.2190203819164713;-2.2036212156174737;0
-4.528357352092493;-6.188507023409535;-2.457771195658578;0.22044618565794627;0
2.874356165499634;-1.1065501348168607;-2.1541213625024103;-1.6863216087679034;1
3.604064598374956;-4.016836058983543;-2.4207964960552406;3.6578352601591546;0
-0.8649586987669515;0.5080969091458618;-1.5592730415344125;-4.179585430875104;0
2.1410336092309494;-2.1368206163770656;-4.32868600585882;1.521596794505477;0
2.1707348619833953;-0.7906454861468535;-1.8151795759403406;1.4221304090733808;0
3.050958901987022;-1.3206454122061835;-1.3737887961558461;-1.3105695464632965;1
-2.8687953811144977;4.394894275551399;2.6238461719927164;2.8437959527437715;1
3.345458060116591;-0.0529725834967103;-2.7821327967094422;-0.5485181772021379;1
-5.041721885136033;-2.56941996073457;-1.6416369019030592;-3.5054700467291102;0
-2.7612342291780108;3.3010407756344646;1.4907529810769393;3.1834489984386707;1
2.300069111259569;-1.5279497327098013;-1.6293263370301057;2.2574935615855827;0
-1.6906935977055508;2.568673831415;1.3138426544022834;1.886356138337942;1
1.5490254129947867;-1.8494907584410458;-0.9832433284556759;1.845225413663806;0
0.5234734902925755;-1.623569733606725;-2.1108116041045966;1.1104755106316802;0
-1.485052425489633;0.29133056218763054;-1.7524486988966994;-2.4741659437282895;0
3.0552575583011063;-1.3685627642596843;-1.0551241761200978;-1.1678385958056643;1
0.8585024969773167;-2.4620506596175025;-1.9430001114550193;1.6846762746616253;0
0.7595904197734857;-3.4045055953002525;-1.3914698920700477;-3.1144311287035027;1
-6.234031413527107;-2.4229238501080355;-2.4885133211650965;-2.96007389300957;0
-1.4938290017050653;-2.0396059319099127;-2.1758947479867206;-1.7956182794436364;0
-5.055268336861834;-1.2305245236366151;-1.9297225259237818;-2.3106780850002466;0
-2.9239453080306252;-0.7989919751913248;-1.4123268766613069;-2.320808248956883;0
-2.3432334566553847;1.5940797852002795;2.034472103903413;2.2642554920882203;1
-3.285771436597777;2.7430637638774567;4.789009325404754;2.1448406238030433;1
-2.0663061797537434;1.9833114954036244;2.037649298760288;2.267406523089115;1
0.9130520937590487;-2.620407033597369;-3.208154712938779;-3.2368580670804548;1
-1.8313165843345849;0.7524800847715454;2.72971667378347;1.7683211569647657;1
-1.4261682033963572;2.8113401326462393;0.9088350098848605;1.7633879626858662;1
1.9149458745194614;-1.233836106515351;-1.794212246757038;1.6151772363019146;0
-1.0315111153543737;-3.3804703137148975;-1.7355455767928376;-1.938859197482167;0
-2.6575128287990295;3.2598494188078195;2.4838537057823644;2.16730409450755;1
-2.923124942713825;1.2781971691806924;0.10904965709605241;3.1423751809190676;1
-2.765544216135321;-0.5028857683124577;3.968288507595884;2.747481640504989;1
1.8393749080183728;-1.9520510537670162;-0.6214881677195663;2.206135115861824;0
-1.5763189449353938;5.155720852109049;1.1849826216806083;2.163378438279692;1
4.321786521348058;-4.08985287754032;-1.9888431494738128;4.298783616936031;0
-2.3823548925499;1.4948375424143352;1.8271446593551763;2.254629004072536;1
2.020152960677077;-2.5170586019203682;-2.727716902735399;2.105855225567098;0
2.028203244252777;-2.916334362454787;-2.7802805866936606;2.1370410422035304;0
1.9017223835114685;-0.8262933784481594;-3.347380713864674;0.977750625614018;0
1.135221124802003;-0.8589411138058245;-2.1221982302749614;0.8545372861362928;1
2.437832014671221;-0.8763834999744713;-2.4101446345847775;-1.3420304082586838;1
-3.172683316629864;-3.920731057782506;-1.659579745560543;-0.9912667083835287;0
-1.4242839658961985;-1.9357020266865699;-2.1654702174064613;-1.2375279734015996;0
0.08279210405244974;-2.2532952586731083;-2.9153192585332683;-3.3444533434466663;0
-5.311832892367377;-3.172679878989222;-1.5589036357102974;-2.38149059346798;0
-2.256051621923604;2.752299721052496;1.3245328654210469;3.1831141086189403;1
1.953840326077969;-2.0664363315226115;-1.3833567501256376;2.174211283098796;0
3.0270275733779295;-1.5330841738793686;-1.207118534424936;-1.3806284304510847;1
0.057421477216109906;-5.004307039335595;-2.833891805464383;-1.4446112316795592;0
-2.12185387829671;-1.4120052044274685;-1.8735784204779564;-1.1153315493999938;0
-2.7210957918407392;1.3987168755573336;2.3691535560641714;2.7446911091716144;1
-3.984143688998209;-2.5720712973208038;-1.9863866759091955;-1.93180771066189;0
-1.824120612402335;1.1268752751729898;0.595358646381065;2.1273164177889865;1
1.2309026888168106;-3.5554814389462432;-1.1151217099273665;-3.1956999451580756;1
-1.9715887323712677;0.8455576737259272;3.338712574844753;2.5707320456522718;1
2.966621852295371;-3.024388301243922;-4.451686141429605;2.2151666531803285;0
1.0825611273709923;-3.8731738537094946;-0.44323912865221726;-2.7706183005458564;1
-3.698310724013254;-2.5357596188294678;-1.5629420775362843;-1.4252650664805526;0
1.945409050207351;-1.8009646267510702;-1.6037843307300506;-1.5647058761313621;1
2.4167666025178196;-3.0526326395017858;-2.129255940426661;2.7845776798261235;0
-1.7570645155804303;4.590880332685158;0.544422338408499;2.2628458943695557;1
-2.6273485927825373;-2.281616432929956;-1.934324978894388;-5.323955856542155;0
-1.052852488039861;-1.8318384340006297;-2.266142560311571;-1.0856335851256806;0
3.024572102838821;-4.272150166334331;-4.968559100192812;3.024152639959824;0
1.816880421148956;-1.2019038374186144;-1.9430406265521594;1.4385953670336993;0
-3.238290192310653;3.2123493844032605;2.4247471531541316;3.027071671444894;1
-2.0085232612780106;1.635647345110882;0.7915122644865524;1.9460944361308152;1
-2.475942617744578;-3.707146076685178;-2.7148979188827402;-1.4024695751660112;0
3.2539454038784523;-1.2324857567024932;-0.7729250816299171;-1.2048101351338871;1
2.4840776738786796;-0.2356003162952014;-3.4845720826044384;-0.6249363299995703;1
-1.8915965092490317;0.4648918176751238;0.36674438912654495;2.3195718811602775;1
2.761492410418977;-1.198269121350947;-2.39487890211357;-1.5890007075370285;1
-1.5171691623914498;-3.696519969677274;-2.1684485129021036;-1.186322823826012;0
2.462583405062707;-2.502981915068229;-1.231840101946709;-2.4121006597853167;1
-1.2224435759116967;-2.6550698239127;-1.4397344558763199;-4.397991627317117;0
-3.2588122307798297;0.6083139981285222;2.074161646340307;2.848012837820258;1
-1.9536851026972708;-1.3025510663024495;-2.5561285153848186;-2.3901496173571677;0
4.224970639990856;0.3630981183463118;-1.844041438250607;-0.14323393301274367;1
-3.1576463576114664;-0.3500071533473259;-1.9358656570728896;-3.8863953187744174;0
1.5291729368503795;-1.6122431370760728;-3.8042977327042884;-2.364944493505231;1
-2.4647887808042794;3.6623751284359765;2.235458819601052;2.4795681610581934;1
-2.227052947499412;2.7883757711433055;4.377955866763674;0.7942321601519629;1
0.5468742265200017;-1.3090035441747288;-1.7845523741828342;1.117482983506344;0
0.5802247385820227;-3.681745493635277;-1.2438535061966474;-3.0105677203827588;1
-3.0737833992551526;3.5843176752687382;1.8344155113625296;3.1382534498102608;1
-3.5950987562630843;-0.8318438438015114;-1.9561880801889848;-3.1256244034697076;0
-1.980964896424244;2.49610670588238;1.4008650204492543;1.9655744295534006;1
2.5803396283675553;-2.3632185871265445;-0.45583864431662624;-2.4517478356441362;1
1.8657024221737766;-1.437742543723595;-1.4795068111544167;-1.603436845699517;1
3.657563614532611;-3.2735895434038778;-0.5808862448023204;3.951831704154254;0
-4.1756488579515665;-2.1672766681503672;-2.286200841661981;-4.452915756561211;0
-0.29485205391893654;-1.5800998543534674;-1.8007233677799848;-2.991334557790837;0
-1.1758730843988965;-1.8942280133363947;-1.9632254573619246;-0.47420442684213393;0
-1.569778471820541;1.9856415221634436;0.9488091388932376;1.9475684905057458;1
0.08534116415722082;-2.7929968739395648;-2.302163795659652;-1.5863257390436016;0
1.2208648782760831;-2.0002822926469235;-3.8923337401150158;1.4561242312468392;0
-6.5642288674351;-2.3686513634978446;-1.8259740324067202;-2.7123546299170807;0
0.836746162373057;0.6228818086210253;-1.7716833530920766;0.02663309155397986;0
1.0347807794288322;-1.903029721000747;-1.7981531534830792;1.6724781563149977;0
-4.710557176392225;-3.323309041968719;-2.186326815480304;-4.045681835259023;0
3.7574450276838336;-0.03557125667490624;-2.2675970231700218;-0.5224138722110561;1
-0.6960001406057603;-1.381240088105306;-2.1456682947052395;-0.7064828066191982;0
-0.5687910111692738;-2.3822229554760344;-1.9650984423105056;-4.237719252012727;0
-1.311472976851077;-1.9448458269124178;-2.0753609720347312;-0.5881412771910945;0
